id,predict_0,predict_1,predict_2
11066,0.971171677113,0.0270705036819,0.00175777147524
18000,0.225671514869,0.0613745935261,0.712953865528
16964,0.987823843956,0.0117604099214,0.000415728311054
4795,0.658840000629,0.337025702,0.00413430994377
3392,0.37850150466,0.582193017006,0.0393055230379
3795,0.714329302311,0.276335716248,0.00933505129069
2881,0.888769388199,0.109869793057,0.00136084191035
1903,0.216087281704,0.117507748306,0.66640496254
5245,0.953660309315,0.0382928289473,0.00804687011987
6726,0.956265449524,0.0415097214282,0.00222480786033
1311,0.944017350674,0.0549218356609,0.00106087047607
15795,0.533713638783,0.465177983046,0.00110836396925
4315,0.943780064583,0.0516146980226,0.00460524763912
3393,0.509217083454,0.080923050642,0.409859836102
6764,0.908658564091,0.0709675997496,0.0203737802804
13039,0.441355586052,0.557659029961,0.000985409948044
12331,0.68831884861,0.0549984835088,0.256682693958
14276,0.230468526483,0.731224954128,0.0383065119386
14638,0.335549741983,0.663387537003,0.00106267991941
6573,0.994269251823,0.00555675057694,0.000174007611349
2222,0.362049520016,0.0258926544338,0.612057864666
8824,0.974375903606,0.0251323003322,0.000491820683237
6360,0.829816818237,0.159114509821,0.0110687185079
7553,0.199990555644,0.141288354993,0.658721148968
13760,0.315529674292,0.575829803944,0.108640514314
4284,0.710901200771,0.254684954882,0.0344138219953
1356,0.953796863556,0.0369796343148,0.0092234686017
3410,0.986259579659,0.0110768061131,0.00266361539252
4830,0.290334999561,0.694570362568,0.015094704926
8998,0.369866281748,0.623829126358,0.00630460958928
18052,0.964587748051,0.0346487425268,0.000763511343393
7539,0.952280044556,0.0471770204604,0.000542959722225
9529,0.962327301502,0.0326025225222,0.00507016526535
3656,0.947081327438,0.0492191687226,0.00369954691269
14238,0.699260890484,0.0897592455149,0.210979804397
2682,0.613274693489,0.385686069727,0.00103920418769
7312,0.423226088285,0.568839609623,0.00793431233615
12971,0.911343574524,0.0770507231355,0.0116057256237
10735,0.918346762657,0.0811541378498,0.000499126443174
4050,0.824113309383,0.168227687478,0.00765905762091
5943,0.813734412193,0.185227379203,0.00103819463402
6482,0.506899416447,0.48975789547,0.00334264989942
9746,0.412624746561,0.0692839995027,0.518091261387
13320,0.367386370897,0.0701367333531,0.562476933002
803,0.691507458687,0.293380141258,0.0151124158874
15437,0.946639299393,0.0428785718977,0.0104821389541
12302,0.992810547352,0.00698975287378,0.00019969533605
12271,0.726495623589,0.272182881832,0.00132153218146
5341,0.962369561195,0.0298528485,0.00777758751065
4427,0.997296869755,0.00253958278336,0.000163576230989
529,0.949065864086,0.0303537081927,0.0205804910511
2022,0.977156698704,0.019635880366,0.00320734665729
14625,0.992541790009,0.00722388410941,0.00023426709231
2922,0.196070820093,0.777949035168,0.0259801242501
16330,0.0494690388441,0.0392301678658,0.911300837994
12890,0.96568107605,0.033791963011,0.000526959134731
2140,0.399312883615,0.599022984505,0.00166415644344
13484,0.840070009232,0.15647880733,0.00345123559237
12392,0.964078843594,0.0353487804532,0.000572352902964
2322,0.287707149982,0.0171055588871,0.695187270641
567,0.147863402963,0.127748817205,0.724387824535
4436,0.886099457741,0.112449355423,0.00145120848902
12156,0.995439469814,0.00438260100782,0.00017794193991
7508,0.730765283108,0.260556399822,0.00867834128439
6184,0.91890847683,0.0478434450924,0.0332481265068
12213,0.97718423605,0.0166607517749,0.00615494698286
6458,0.140055477619,0.335312068462,0.524632394314
13967,0.975288331509,0.0240388065577,0.000672913563903
894,0.917030096054,0.0437575280666,0.0392123796046
7461,0.245122924447,0.479513317347,0.275363713503
8949,0.935916364193,0.0633940920234,0.000689539243467
3477,0.342382222414,0.64975643158,0.0078613255173
2779,0.981545507908,0.0176846068352,0.000769899750594
13551,0.269558250904,0.684819400311,0.0456223897636
8297,0.972793877125,0.025188818574,0.00201734388247
5050,0.242388665676,0.750270068645,0.00734133459628
10716,0.514419794083,0.483096420765,0.00248373369686
16075,0.621202290058,0.371541827917,0.00725590530783
1366,0.31776291132,0.675042927265,0.00719412183389
774,0.987865030766,0.0118586756289,0.000276330538327
7406,0.765269160271,0.230465516448,0.00426533352584
2526,0.414936900139,0.435310989618,0.149752184749
9649,0.963064730167,0.0346625708044,0.00227261916734
16115,0.197797462344,0.496330201626,0.305872291327
14749,0.280920594931,0.123713418841,0.595366001129
14952,0.769969940186,0.130840152502,0.0991898626089
4786,0.146627739072,0.039652377367,0.81371986866
16513,0.977539300919,0.0218289773911,0.000631698989309
2002,0.996978282928,0.00274580484256,0.000275916856481
4701,0.515437364578,0.477512389421,0.00705027766526
7742,0.860368192196,0.0503260493279,0.0893057659268
5905,0.635608673096,0.348086208105,0.0163050945848
685,0.707807600498,0.255464166403,0.0367282256484
11857,0.866838872433,0.132444053888,0.000717043993063
11628,0.219787105918,0.730081498623,0.0501313917339
15024,0.811651468277,0.184333860874,0.00401465268806
4168,0.976210236549,0.019328340888,0.00446138856933
11914,0.831443727016,0.164278939366,0.00427730614319
5293,0.977571308613,0.0220397207886,0.000388976506656
3374,0.208850711584,0.78981256485,0.00133672484662
13055,0.99492764473,0.00489748781547,0.000174885863089
17759,0.0921732410789,0.896233081818,0.0115936826915
590,0.662870407104,0.33004462719,0.00708498386666
1353,0.962955653667,0.0365185700357,0.00052583188517
11938,0.0781340524554,0.0452298596501,0.876636087894
1018,0.242938190699,0.269082933664,0.487978845835
14945,0.918056964874,0.0814334005117,0.000509586243425
1001,0.790714740753,0.205461829901,0.0038234712556
3587,0.926104366779,0.0674915909767,0.00640398962423
868,0.995468020439,0.0043646870181,0.000167319376487
9296,0.305444896221,0.0770610198379,0.617494046688
12455,0.922294437885,0.0767169892788,0.000988648273051
17132,0.935765385628,0.0511638633907,0.0130707425997
10240,0.98247474432,0.0085929390043,0.00893235392869
3696,0.0970861911774,0.801480770111,0.101433008909
10355,0.51502764225,0.472192168236,0.0127801494673
2206,0.406944513321,0.59074473381,0.00231077871285
14590,0.995171129704,0.00453515257686,0.000293759163469
13191,0.921388030052,0.0750947520137,0.00351714878343
5882,0.931505560875,0.0675892010331,0.000905303284526
12653,0.484455049038,0.514371156693,0.00117382907774
1491,0.156868517399,0.836597621441,0.00653382809833
1176,0.836121559143,0.152486920357,0.0113914515823
11246,0.298758536577,0.0800611674786,0.621180295944
14557,0.507199883461,0.363483607769,0.12931650877
4772,0.0661969408393,0.477548152208,0.456254869699
17192,0.503161609173,0.495793372393,0.00104503519833
10637,0.920822799206,0.0753275752068,0.00384967727587
3281,0.726968407631,0.266695350409,0.00633619399741
3191,0.648418188095,0.31805446744,0.0335273854434
672,0.830977976322,0.168250799179,0.000771214661654
6301,0.874779224396,0.121814660728,0.0034060832113
10309,0.967319667339,0.0320987291634,0.000581580796279
1734,0.496966421604,0.501950263977,0.00108331488445
2990,0.380978107452,0.615012288094,0.00400959420949
5746,0.315398931503,0.681176066399,0.00342505052686
15289,0.901568889618,0.0953611209989,0.00306994887069
2971,0.987083435059,0.0126141328365,0.000302449858282
9771,0.878336310387,0.0686310529709,0.0530326776206
11253,0.230539083481,0.760712921619,0.0087479641661
14576,0.657402992249,0.308074682951,0.034522306174
4688,0.326851010323,0.102776862681,0.570372164249
14469,0.741851210594,0.253282696009,0.00486607896164
9298,0.963375687599,0.0287517588586,0.00787257403135
16099,0.184105917811,0.804875910282,0.0110182315111
17316,0.230727210641,0.284742772579,0.484530001879
15212,0.995712757111,0.00411231024191,0.000174987973878
10691,0.980877995491,0.0140676898882,0.0050543085672
3805,0.986299216747,0.0133545184508,0.000346278364304
6418,0.345883488655,0.64538615942,0.00873039197177
1158,0.655939638615,0.342690944672,0.00136939715594
7768,0.983721911907,0.0129707222804,0.00330733670853
4834,0.184644699097,0.0497833974659,0.765571892262
10914,0.296532005072,0.702498197556,0.000969827466179
14606,0.713186621666,0.280248045921,0.0065653314814
3220,0.861845433712,0.108461216092,0.0296933930367
10433,0.93870061636,0.0584209896624,0.00287838932127
11251,0.10041166842,0.0964336320758,0.803154706955
8084,0.929868519306,0.0696112290025,0.000520291621797
522,0.984911799431,0.0143742291257,0.000713984947652
17299,0.901069164276,0.0965800061822,0.00235086283647
15587,0.914372622967,0.0650334581733,0.020593944937
1563,0.197668120265,0.608487248421,0.193844646215
8252,0.560032069683,0.433914601803,0.00605338066816
17802,0.374190747738,0.056442707777,0.569366574287
2738,0.941674172878,0.0540773980319,0.0042483638972
9896,0.884309351444,0.112885326147,0.00280528282747
14609,0.993833065033,0.00595021946356,0.000216709027882
10463,0.995817482471,0.00386879453436,0.000313782511512
1280,0.42889097333,0.299818515778,0.271290570498
977,0.206702679396,0.763673901558,0.0296234190464
979,0.916305959225,0.0715232118964,0.0121707729995
10908,0.979669392109,0.0199496913701,0.000381002028007
12569,0.26896417141,0.702367126942,0.0286686997861
6078,0.264917761087,0.0362484157085,0.698833823204
18339,0.996326506138,0.00350484717637,0.000168609301909
13799,0.179998293519,0.80467492342,0.0153268137947
7193,0.281933009624,0.0379102043808,0.680156826973
8243,0.414085745811,0.576072573662,0.00984172150493
13622,0.994506657124,0.00530218891799,0.000191164537682
5885,0.877206265926,0.121929749846,0.000863914028741
5768,0.965816259384,0.0257161967456,0.00846747774631
632,0.419174939394,0.56615871191,0.0146663505584
3314,0.996399879456,0.00344453635626,0.000155513407663
3664,0.654549181461,0.334283679724,0.0111671527848
18518,0.922124683857,0.0735479742289,0.0043272934854
7687,0.992590665817,0.00719711137936,0.000212270053453
17889,0.323139488697,0.45305544138,0.223805069923
12943,0.733378112316,0.196210771799,0.070411093533
3581,0.901665210724,0.0958244204521,0.00251035136171
13802,0.912050664425,0.0866886526346,0.00126067444216
17702,0.222195968032,0.772637784481,0.00516629451886
12342,0.996342003345,0.00348675227724,0.000171210354893
11185,0.996777832508,0.00306482240558,0.000157305839821
15675,0.894576847553,0.10248285532,0.00294034602121
6716,0.530296444893,0.457166492939,0.0125370556489
17790,0.154799282551,0.844455659389,0.000745030818507
17791,0.601132750511,0.388064414263,0.0108028603718
6145,0.927019298077,0.0723871737719,0.00059356278507
18237,0.157904461026,0.833908140659,0.00818738248199
10523,0.537172734737,0.447418957949,0.0154082830995
4356,0.594625711441,0.369856625795,0.0355176962912
7482,0.457409799099,0.541494727135,0.00109547213651
5856,0.725319445133,0.181591495872,0.0930890589952
5011,0.295488387346,0.0763265863061,0.628185033798
15872,0.991574347019,0.00794920604676,0.000476447457913
6609,0.616233587265,0.373500704765,0.0102656688541
995,0.95886361599,0.0337967351079,0.00733963772655
4680,0.992875695229,0.00680803135037,0.000316309509799
18327,0.629635214806,0.338739514351,0.0316252671182
8484,0.362458616495,0.634791970253,0.00274939741939
16968,0.643499016762,0.348306953907,0.00819406285882
8305,0.983187615871,0.0164793208241,0.000333063537255
7012,0.943122446537,0.0563076026738,0.000569948926568
13465,0.304425865412,0.279277324677,0.416296839714
8375,0.990291059017,0.00947149097919,0.000237450178247
15629,0.201055005193,0.79192751646,0.0070174606517
12296,0.980668962002,0.0188975986093,0.000433405017247
458,0.741693139076,0.0966244712472,0.161682352424
18124,0.231524065137,0.139690861106,0.628785014153
4430,0.139222696424,0.421059697866,0.439717561007
14443,0.188484802842,0.794546484947,0.016968742013
15275,0.984166920185,0.0126492399722,0.00318376743235
4470,0.172930121422,0.0154987284914,0.81157118082
13831,0.948519408703,0.0509370416403,0.00054350082064
7696,0.982903897762,0.0132413031533,0.0038548593875
15172,0.847316622734,0.0770184919238,0.0756648778915
